Heart_Rate,Skin_Conductivity,Hours_Worked,Stress_Level,Emails_Sent,Meetings_Attended
70,5.2,13,28,50,1
142,5.1,15,70,23,4
84,6.4,9,18,26,2
107,5.16,13,19,39,4
96,3.86,15,23,21,2
67,3.69,10,21,4,6
112,5.54,9,64,12,6
67,7.3,12,19,2,2
118,6.9,16,56,1,0
106,5,8,33,43,0
146,5.0515,11,67,38,5
156,5.103,8,53,33,3
82,5.1545,8,32,33,2
161,5.206,14,84,45,0
50,5.2575,9,27,14,0
70,5.309,11,41,40,1
117,5.3605,8,79,7,0
144,5.412,14,72,19,4
107,5.4635,9,26,15,4
72,5.515,15,17,31,4
69,5.5665,10,49,0,4
122,5.618,11,85,47,3
166,5.6695,10,82,47,1
86,5.721,13,22,38,5
60,5.7725,8,19,23,3
67,5.824,8,15,6,0
82,5.8755,11,23,20,2
169,5.927,13,79,48,0
51,5.9785,8,17,27,1
136,6.03,9,80,50,3
168,6.0815,10,64,25,5
147,6.133,8,67,4,5
129,6.1845,12,84,31,3
66,6.236,14,37,32,1
121,6.2875,16,81,47,0
71,6.339,11,17,8,1
96,6.3905,13,26,23,3
167,6.442,13,55,17,1
128,6.4935,9,81,27,6
81,6.545,8,41,31,6
106,6.5965,10,30,4,4
79,6.648,15,15,23,4
83,6.6995,15,37,25,4
64,6.751,16,49,32,0
118,6.8025,16,76,33,5
113,6.854,14,64,43,5
108,6.9055,8,42,41,1
64,6.957,9,35,29,3
96,7.0085,12,49,41,4
73,7.06,13,38,30,3
132,7.1115,12,63,14,6
58,7.163,9,30,44,1
78,7.2145,11,43,8,2
98,7.266,13,25,11,4
127,7.3175,8,83,17,0
63,7.369,15,29,1,3
72,7.4205,8,44,43,3
103,7.472,13,22,50,4
88,7.5235,9,41,2,0
82,7.575,8,17,4,2
92,7.6265,15,25,3,3
160,7.678,11,58,29,4
54,7.7295,11,38,23,5
133,7.781,16,64,45,6
166,7.8325,8,79,30,1
60,7.884,8,20,13,5
82,7.9355,16,39,35,0
80,7.987,9,29,30,5
101,8.0385,16,46,30,0
87,8.09,16,48,22,3
122,8.1415,13,83,50,4
147,8.193,8,84,46,4
133,8.2445,15,63,44,0
108,8.296,14,43,49,3
116,8.3475,12,80,3,5
138,8.399,8,70,33,5
105,8.4505,8,43,41,1
91,8.502,16,18,5,3
57,8.5535,13,23,45,6
142,8.605,13,85,11,2
104,8.6565,16,16,38,6
147,8.708,12,55,20,4
79,8.7595,9,31,13,1
60,8.811,10,30,34,0
67,8.8625,14,33,46,2
124,8.914,11,51,50,1
84,8.9655,9,19,42,5
74,9.017,13,17,46,2
124,9.0685,14,52,19,0
59,9.12,13,44,45,2
151,9.1715,15,52,24,1
64,9.223,14,46,29,1
163,9.2745,10,88,39,1
51,9.326,10,42,2,5
138,9.3775,11,54,2,6
164,9.429,10,81,37,2
91,9.4805,8,33,37,1
110,9.532,9,55,43,2
51,9.5835,10,34,25,0
107,9.635,10,39,7,6
69,9.6865,9,37,50,5
52,9.738,14,15,7,4
80,9.7895,16,20,46,1
68,9.841,12,29,4,0
129,9.8925,8,67,17,4
104,9.944,15,20,34,1
72,9.9955,15,40,33,6
69,10.047,13,19,50,4
80,10.0985,15,34,47,0
120,10.15,13,62,18,5
130,10.2015,12,71,3,4
129,10.253,14,84,16,1
167,10.3045,15,52,3,0
164,10.356,13,74,27,1
155,10.4075,8,55,43,2
93,10.459,10,18,36,4
80,10.5105,13,26,12,5
74,10.562,12,22,22,3
120,10.6135,8,76,49,5
57,10.665,14,49,48,2
165,10.7165,15,82,20,4
166,10.768,12,79,48,6
72,10.8195,14,36,41,2
76,10.871,14,46,50,3
104,10.9225,15,30,12,3
134,10.974,16,75,36,2
141,11.0255,14,54,41,4
123,11.077,8,81,19,5
166,11.1285,12,80,13,0
143,11.18,11,75,42,4
83,11.2315,16,39,13,3
122,11.283,9,59,5,5
142,11.3345,11,75,47,2
92,11.386,13,23,43,1
159,11.4375,9,77,16,2
148,11.489,15,67,46,1
101,11.5405,12,43,36,2
105,11.592,10,20,37,5
67,11.6435,15,19,35,6
129,11.695,11,68,0,2
151,11.7465,12,70,33,5
161,11.798,11,62,35,3
65,11.8495,16,45,11,0
89,11.901,16,20,30,2
73,11.9525,13,38,49,1
100,12.004,13,37,24,3
148,12.0555,10,56,0,2
78,12.107,16,19,43,4
150,12.1585,11,71,37,4
139,12.21,9,51,5,0
102,12.2615,16,20,11,1
140,12.313,16,83,38,0
131,12.3645,15,73,16,4
131,12.416,12,75,8,4
167,12.4675,15,59,12,5
105,12.519,8,49,19,2
70,12.5705,13,25,12,4
141,12.622,13,55,11,0
156,12.6735,14,78,14,0
119,12.725,15,66,50,0
96,12.7765,14,30,40,1
82,12.828,11,44,8,1
69,12.8795,8,20,12,0
94,12.931,9,34,14,1
115,12.9825,14,80,5,3
67,13.034,14,19,8,5
50,13.0855,8,22,4,5
99,13.137,14,42,10,1
50,13.1885,10,35,41,3
87,13.24,13,19,26,6
50,13.2915,9,34,36,1
143,13.343,11,54,10,2
51,13.3945,11,16,34,5
122,13.446,15,53,3,0
148,13.4975,8,57,44,4
83,13.549,12,28,28,0
77,13.6005,14,46,39,4
125,13.652,12,67,22,4
58,13.7035,12,32,40,3
148,13.755,10,78,45,5
134,13.8065,16,80,29,4
93,13.858,8,37,32,4
129,13.9095,16,78,26,6
103,13.961,9,39,33,1
102,14.0125,9,22,2,1
87,14.064,9,33,44,4
105,14.1155,8,30,39,6
113,14.167,12,66,44,5
168,14.2185,16,51,45,0
140,14.27,10,83,27,5
155,14.3215,10,81,43,0
149,14.373,11,81,49,3
154,14.4245,16,86,12,5
133,14.476,11,74,36,0
139,14.5275,15,65,49,0
146,14.579,13,56,37,4
76,14.6305,16,46,48,5
156,14.682,13,83,16,1
150,14.7335,9,69,47,2
53,14.785,10,30,3,1
90,14.8365,15,44,21,5
162,14.888,10,64,41,2
164,14.9395,12,71,34,1
61,14.991,11,36,6,2
96,15.0425,11,36,39,6
166,15.094,15,84,45,0
53,15.1455,16,49,4,2
130,15.197,9,52,28,3
57,15.2485,14,31,18,4
77,,9,30,48,0
148,,15,67,28,4
140,,10,57,19,5
116,,8,66,33,2
129,,15,72,21,2
134,,10,80,11,2
95,,16,39,9,4
86,,16,45,10,4
110,,13,84,16,3
99,,13,24,47,2
152,,15,80,32,1
130,,15,54,15,3
147,,16,58,42,3
73,,13,30,12,6
53,,13,38,11,0
62,,15,25,18,0
112,,16,66,28,0
140,,15,82,45,3
157,,8,66,1,0
115,,10,82,50,5
103,,13,19,42,3
89,,13,19,48,5
70,,12,27,45,3
153,,16,55,11,6
168,,11,62,39,1
156,,14,75,34,5
87,,14,47,34,2
150,,10,61,46,1
89,,15,24,11,4
52,,16,23,35,6
143,,11,65,12,6
85,,9,21,25,6
144,,15,80,29,6
96,,14,29,15,2
111,,11,63,46,1
162,,14,63,15,3
162,,16,57,17,5
127,,14,62,22,4
75,,8,21,34,0
147,,8,54,26,3
61,,12,18,36,3
155,,16,60,7,5
113,,16,61,16,5
120,,14,72,7,1
92,,16,39,37,2
130,,11,76,24,2
83,,13,47,41,4
133,,15,58,11,2
111,,8,86,24,5
78,,13,18,35,2
123,,12,54,44,0
142,,10,86,41,6
119,,12,79,42,6
53,,9,16,48,4
84,,14,42,30,2
147,,12,76,7,5
65,,8,19,44,0
100,,9,48,7,5
125,,8,57,9,0
158,,8,55,39,5
71,,10,29,39,5
99,,12,34,10,5
127,,11,85,4,2
62,,13,16,3,3
51,,10,23,17,6
111,,14,59,34,3
94,,11,39,26,4
149,,9,53,34,1
82,,13,26,2,0
52,,14,35,44,1
102,,10,33,36,1
80,,8,30,33,2
156,,15,60,30,4
52,,11,37,46,0
137,,12,78,17,2
78,,16,17,32,1
155,,11,70,25,2
146,,8,63,31,2
155,,15,61,45,3
160,,15,80,27,0
53,,16,24,40,0
114,,12,60,26,5
162,,14,63,2,1
51,,12,48,0,1
63,,16,49,30,5
66,,16,32,7,1
65,,10,44,45,1
129,,13,73,0,4
114,,8,85,38,4
143,,13,74,13,1
131,,15,59,20,0
110,,12,65,38,4
154,,11,62,32,6
81,,12,25,36,0
103,,13,20,10,6
92,,11,46,33,6
103,,14,25,5,5
165,,14,60,14,1
119,,13,70,40,6
95,,8,33,34,3
145,,12,63,34,3
124,,11,74,50,6
111,,9,74,33,1
113,,8,65,9,6
163,,13,88,4,0
136,,14,72,8,4
71,,9,39,28,6
145,,10,69,16,5
64,,11,19,47,0
99,,15,24,22,4
138,,9,70,10,6
68,,11,27,2,5
100,,10,27,45,4
71,,11,33,13,1
121,,9,71,20,2
120,,8,88,8,0
54,,14,17,28,3
159,,8,64,37,3
98,,15,36,45,5
65,,14,15,19,2
71,,14,28,43,0
151,,11,52,10,0
108,,13,44,19,1
50,,15,48,15,5
97,,16,23,27,6
160,,14,60,4,3
94,,9,38,34,4
93,,11,26,50,2
84,,11,18,22,2
63,,11,40,28,3
149,,15,84,37,2
88,,16,24,16,4
145,,8,87,47,1
123,,13,64,2,0
81,,10,35,41,1
115,,15,87,41,0
150,,15,78,17,0
150,,12,53,5,5
129,,14,51,36,1
91,,9,26,21,1
131,,16,86,42,0
153,,10,55,2,6
165,,8,74,29,5
131,,15,81,35,6
82,,9,24,13,2
68,,12,43,14,0
86,,11,44,23,4
118,,11,75,47,1
111,,14,80,19,4
58,,11,18,39,5
134,,11,79,7,5
115,,15,78,19,6
122,,16,87,21,4
166,,12,80,33,6
167,,8,62,12,4
113,,16,86,21,6
123,,11,86,20,2
116,,9,69,39,0
168,,15,60,38,6
98,,10,44,14,0
140,,13,66,31,5
140,,15,69,26,2
168,,10,63,2,5
157,,8,83,25,5
125,,12,88,9,6
135,,13,73,27,0
156,,9,67,9,2
94,,16,48,26,1
94,,11,35,36,2
73,,9,40,28,4
108,,15,19,11,4
150,,10,55,49,5
147,,14,59,4,0
153,,13,51,16,1
52,,12,17,14,1
156,,12,69,48,0
121,,11,59,30,2
80,,8,32,35,4
74,,13,29,1,4
136,,9,87,4,3
125,,13,79,26,5
82,,14,22,47,2
115,,14,65,31,3
126,,9,55,40,5
142,,11,60,9,3
91,,9,39,27,2
124,,9,59,37,4
157,,12,85,9,4
107,,11,36,3,3
79,,14,23,16,3
120,,12,78,16,4
54,,13,38,11,2
138,,15,62,47,1
152,,16,78,29,5
108,,11,22,47,4
164,,13,77,28,2
153,,16,62,10,1
136,,9,72,7,4
64,,10,28,6,5
141,,13,64,25,3
50,,13,42,30,5
108,,8,20,38,5
156,,8,62,37,3
60,,11,36,24,4
76,,15,15,29,6
135,,14,70,17,2
77,,10,46,50,0
154,,14,62,2,3
133,,13,77,18,0
122,,12,55,39,1
73,,8,22,38,3
94,,9,42,13,3
99,,15,22,14,5
135,,8,59,17,6
53,,13,22,28,6
53,,13,42,43,0
98,,11,17,40,6
83,,15,27,13,1
133,,16,59,0,5
58,,11,44,42,0
147,,16,62,17,6
152,,9,76,7,6
64,,12,18,44,4
133,,10,85,11,2
130,,15,78,14,2
107,,11,21,14,2
117,,14,60,16,4
58,,8,19,5,2
97,,15,49,38,1
165,,11,86,10,1
52,,10,18,3,2
97,,16,23,20,5
134,,14,80,40,0
138,,12,61,34,6
145,,11,66,41,4
149,,8,61,0,3
125,,12,81,39,0
129,,13,82,39,5
119,,8,79,36,5
132,,12,51,43,2
105,,8,44,11,1
77,,16,15,17,2
74,,13,25,21,3
144,,11,63,41,1
138,,8,74,25,0
124,,13,63,31,2
106,,14,32,27,1
88,,12,40,22,1
126,,12,71,25,2
57,,12,29,5,1
50,,9,31,20,3
122,,16,78,19,4
89,,9,41,6,4
143,,9,62,39,2
102,,13,36,13,0
126,,14,85,14,0
152,,9,76,32,2
148,,11,53,10,1
78,,16,22,6,6
150,,11,51,32,4
60,,14,30,38,5
96,,12,40,25,4
121,,16,81,43,1
127,,11,77,14,4
156,,14,73,7,2
115,,16,51,24,5
122,,16,79,0,1
86,,16,31,21,6
155,,14,75,5,4
129,,14,53,14,2
151,,8,82,15,4
71,,15,46,30,2
67,,14,49,36,3
130,,13,79,45,5
163,,16,64,31,2
50,,8,23,20,3
71,,14,40,2,6
71,,14,33,25,5
159,,10,75,12,4
80,,15,42,49,3
160,,10,72,17,5
101,,10,37,14,0
169,,15,62,48,0
104,,9,41,40,4
104,,11,15,6,1
103,,12,28,24,4
90,,15,30,6,0
102,,14,27,11,0
127,,11,71,46,0
115,,16,51,28,2
105,,11,18,16,1
167,,8,83,22,2
119,,15,64,11,3
136,,11,73,9,5
55,,9,18,6,0
167,,15,65,15,0
50,,13,40,46,5
163,,9,61,20,4
148,,8,73,37,5
53,,16,20,39,2
164,,9,54,1,0
160,,16,78,10,6
163,,15,64,35,4
125,,10,66,8,5
142,,13,75,5,0
144,,13,54,40,6
156,,9,54,9,6
64,,8,46,9,3
73,,15,18,42,6
98,,10,18,8,6
83,,9,33,22,0
106,,11,42,47,3
127,,16,75,18,6
134,,12,58,39,3
84,,13,37,48,6
59,,14,34,43,1
54,,11,39,47,4
155,,16,66,23,0
121,,12,79,40,5
94,,8,43,46,2
113,,11,81,50,5
86,,16,42,24,4
132,,10,82,4,5
167,,8,82,30,1
116,,10,58,1,5
149,,13,62,22,1
58,,8,18,44,1
89,,11,34,38,5
90,,11,29,16,1
111,,16,75,4,5
147,,9,87,33,6
114,,13,61,0,4
165,,9,86,32,2
68,,8,15,10,4
79,,12,36,41,6
127,,12,74,33,3
75,,13,17,12,2
53,,10,37,37,5
125,,8,59,5,5
147,,14,67,27,5
122,,16,72,16,4
76,,14,23,28,2
98,,8,38,31,6
56,,10,34,40,6
81,,10,41,34,3
141,,11,84,23,6
164,,13,81,38,5
126,,15,81,14,0
156,,9,82,13,0
122,,12,68,37,2
68,,8,32,36,4
141,,13,75,16,1
126,,11,74,48,1
166,,15,73,48,0
149,,10,67,32,4
119,,13,58,26,2
85,,10,32,16,5
69,,8,27,18,0
114,,8,77,15,3
55,,9,15,49,4
152,,14,56,29,0
146,,11,67,15,2
121,,15,52,28,2
157,,14,70,36,4
121,,13,69,30,6
99,,15,43,23,1
95,,12,36,34,3
167,,16,82,23,3
53,,14,49,48,3
144,,14,78,42,1
83,,11,24,8,0
124,,15,70,41,4
97,,10,20,0,6
154,,13,58,19,5
167,,14,88,49,3
86,,8,25,2,2
79,,15,25,31,0
129,,8,76,6,3
93,,16,33,16,4
153,,12,82,34,5
124,,12,80,43,5
112,,8,56,42,5
75,,15,24,9,0
95,,13,37,2,2
99,,11,16,12,3
126,,12,84,50,1
81,,12,41,50,4
124,,11,61,1,0
88,,13,46,29,1
151,,12,80,22,1
59,,12,48,27,2
115,,11,63,15,5
70,,15,48,1,6
95,,11,21,32,4
62,,13,42,33,6
62,,11,38,10,4
67,,13,32,42,1
137,,10,57,11,1
86,,13,46,29,2
56,,11,32,41,0
153,,12,52,5,3
108,,8,49,19,5
151,,8,54,47,1
122,,10,54,5,1
155,,11,72,29,6
168,,15,58,6,0
144,,14,57,32,3
88,,10,39,11,6
82,,11,16,37,4
70,,16,19,5,4
87,,10,22,14,2
77,,9,45,44,5
108,,9,46,30,6
136,,8,55,11,1
113,,9,64,34,0
68,,13,41,39,4
80,,8,46,47,3
163,,16,83,7,5
79,,15,38,35,2
163,,13,77,5,6
156,,14,86,26,4
161,,9,85,43,3
132,,8,76,15,0
85,,16,31,13,5
95,,11,45,33,6
62,,16,30,3,5
101,,11,44,14,2
135,,15,52,27,0
59,,13,40,24,0
70,,13,26,31,2
143,,16,54,38,5
165,,12,66,32,6
100,,14,46,0,4
109,,15,19,41,3
53,,10,27,23,5
73,,12,47,4,4
53,,13,48,14,3
60,,12,23,4,1
97,,14,38,17,5
148,,9,67,8,0
146,,11,65,15,2
114,,14,70,34,4
83,,10,18,33,2
138,,13,88,50,3
161,,11,59,12,6
113,,11,82,47,2
100,,15,40,35,3
62,,10,30,10,5
125,,16,86,1,5
157,,14,58,34,2
52,,10,22,41,4
72,,12,30,29,5
95,,10,40,49,2
58,,12,37,38,2
83,,10,24,24,3
90,,14,18,38,4
110,,11,59,0,0
95,,10,19,2,4
62,,11,35,17,4
72,,11,26,29,2
91,,9,44,42,5
128,,10,83,1,0
75,,13,17,27,3
152,,10,53,21,1
116,,12,73,43,6
81,,14,31,33,0
104,,16,23,50,4
111,,8,88,41,4
135,,11,64,34,1
129,,11,54,38,6
61,,10,44,32,3
109,,11,38,35,3
68,,10,29,7,2
135,,14,66,7,2
97,,11,32,2,4
95,,10,15,47,0
80,,11,19,50,1
156,,16,80,24,6
88,,12,34,25,5
119,,14,77,47,4
126,,12,54,17,6
104,,14,32,43,2
77,,9,49,1,3
147,,15,80,44,4
118,,9,69,24,3
101,,10,43,19,3
111,,12,55,46,3
107,,15,18,7,3
96,,8,19,27,1
60,,14,42,34,6
88,,15,17,31,1
68,,11,49,38,3
122,,13,82,30,5
165,,8,68,36,0
89,,13,43,39,1
50,,15,29,20,3
63,,13,38,4,5
114,,14,79,2,5
126,,10,55,30,3
143,,12,87,33,1
149,,8,84,9,2
114,,16,53,18,0
68,,15,26,0,3
75,,8,19,32,2
154,,16,83,28,5
75,,14,39,31,4
98,,16,23,4,0
58,,15,36,0,4
100,,14,47,35,5
165,,12,55,40,3
155,,15,85,15,3
72,,10,27,39,6
82,,11,15,16,2
81,,16,27,18,1
101,,12,37,38,2
135,,8,52,43,0
59,,10,22,16,4
81,,13,29,16,4
121,,8,88,22,3
69,,11,47,20,3
102,,13,25,16,3
61,,12,28,34,4
154,,16,61,22,1
166,,14,71,39,6
102,,15,41,14,5
84,,10,43,12,4
166,,10,60,12,4
152,,16,78,29,3
110,,14,87,41,4
87,,13,18,38,3
167,,9,53,14,1
124,,10,88,44,1
74,,10,36,47,6
169,,10,59,32,6
146,,12,88,38,2
160,,11,57,24,2
156,,11,78,2,1
62,,11,18,32,4
62,,12,35,31,6
108,,13,21,28,0
70,,11,48,0,4
129,,13,73,9,0
51,,13,35,22,4
86,,10,24,44,4
119,,15,66,40,3
165,,12,79,25,3
104,,16,21,12,3
107,,15,38,2,2
107,,14,49,33,3
132,,12,61,34,4
56,,15,31,20,4
106,,11,26,9,5
102,,8,21,4,5
146,,12,73,18,5
81,,12,40,33,0
63,,12,29,3,0
90,,12,45,5,6
99,,8,23,27,3
113,,15,84,32,0
165,,8,71,50,4
83,,13,43,35,4
51,,9,33,35,1
142,,14,72,46,0
102,,12,41,19,0
96,,16,48,22,3
168,,16,63,18,3
132,,8,71,12,2
96,,8,15,38,3
70,,16,46,2,2
84,,11,36,1,6
161,,15,85,17,5
77,,8,35,1,5
62,,15,47,7,5
122,,9,55,32,3
121,,11,70,7,3
89,,9,39,32,6
77,,8,27,32,1
134,,14,61,0,2
130,,13,73,9,5
86,,12,41,45,0
141,,9,65,25,0
56,,9,30,35,5
61,,8,28,20,2
125,,8,67,9,4
107,,14,30,15,4
142,,16,77,8,2
80,,16,41,49,4
130,,16,88,36,6
75,,13,23,5,5
71,,14,43,25,5
154,,12,84,28,5
129,,11,88,43,2
82,,10,45,40,5
56,,8,37,28,0
79,,15,39,1,6
65,,12,37,42,3
153,,8,85,50,5
94,,15,28,1,1
115,,9,78,48,6
56,,11,29,50,6
166,,13,76,7,0
135,,8,84,36,5
102,,12,30,18,4
153,,15,70,44,6
132,,9,83,9,2
138,,10,88,47,5
69,,8,19,47,3
114,,14,79,42,2
118,,11,66,12,5
76,,10,46,17,4
52,,11,32,2,1
124,,16,69,12,3
168,,14,71,30,6
126,,14,63,29,6
79,,11,37,28,2
93,,12,28,48,1
140,,11,82,19,4
162,,15,68,22,2
118,,8,52,2,3
99,,10,20,42,1
113,,9,73,21,6
96,,14,47,18,5
147,,16,84,19,3
85,,16,40,11,3
94,,15,16,41,1
96,,10,38,0,5
113,,9,81,24,2
160,,12,84,21,5
162,,9,59,12,5
145,,11,86,43,0
51,,10,42,4,1
114,,9,60,9,4
132,,10,75,31,6
98,,16,35,12,2
168,,15,77,13,6
98,,12,40,34,1
92,,14,46,0,3
76,,11,29,4,5
52,,14,39,18,2
51,,14,28,0,1
132,,8,88,35,2
142,,9,54,43,3
124,,14,54,41,6
82,,10,24,14,0
89,,15,17,41,5
91,,11,45,18,1
69,,12,20,14,4
82,,8,28,33,1
126,,15,79,16,6
65,,12,18,0,5
80,,8,21,0,2
80,,12,43,15,5
148,,8,79,13,0
56,,14,26,6,5
162,,11,78,6,1
137,,15,53,35,1
107,,16,38,29,1
112,,12,62,47,3
137,,16,56,35,1
67,,14,34,35,2
54,,16,29,44,4
75,,14,22,24,1
59,,15,30,37,5
97,,16,37,23,0
168,,13,52,49,0
73,,8,16,16,2
104,,10,32,42,2
169,,8,82,16,4
156,,12,52,38,0
112,,10,77,4,3
141,,16,54,37,1
126,,11,53,33,3
106,,9,20,40,1
62,,13,45,40,3
123,,8,88,29,6
107,,13,18,50,4
98,,10,48,42,4
68,,15,20,33,3
86,,16,40,30,0
117,,11,68,43,4
131,,11,81,13,2
51,,14,27,42,4
130,,8,70,0,1
156,,13,76,36,5
110,,12,79,43,3
166,,9,76,46,3
104,,9,47,40,6
101,,16,45,27,0
62,,10,39,17,5
57,,14,38,27,0
151,,11,84,43,1
142,,8,68,21,2
149,,10,77,23,4
123,,15,54,36,0
142,,9,73,22,6
78,,14,47,13,4
143,,13,80,6,2
69,,10,39,8,5
133,,12,64,19,6
64,,15,32,41,3
119,,16,78,12,0
105,,8,20,7,0
103,,10,31,37,1
156,,16,85,42,1
116,,16,81,12,4
165,,9,85,33,4
150,,10,74,17,3
73,,16,18,26,3
112,,14,51,31,3
91,,11,35,33,1
120,,12,55,24,2
91,,16,35,10,3
91,,15,17,43,2
94,,16,47,17,4
129,,16,52,3,2
124,,16,71,1,1
136,,11,61,31,3
149,,14,71,11,1
110,,11,75,10,4
72,,8,43,15,3
63,,10,39,26,4
120,,13,76,23,6
164,,15,81,16,5
129,,12,57,27,5
113,,16,68,36,2
129,,9,80,8,3
97,,14,25,26,4
153,,16,82,23,2
126,,10,73,48,6
120,,8,79,34,1
52,,9,16,42,0
162,,14,58,3,4
125,,11,87,11,1
80,,12,16,50,4
169,,12,62,32,1
71,,14,36,35,1
53,,14,34,5,5
80,,16,22,31,5
122,,15,62,22,0
142,,10,74,18,6
161,,12,61,30,0
167,,10,67,49,5
108,,13,34,9,1
167,,9,70,41,1
112,,14,56,16,1
146,,8,79,41,1
78,,9,40,46,1
136,,9,56,26,0
107,,16,47,18,2
107,,12,44,29,1
63,,12,32,24,5
100,,13,45,1,2
162,,9,60,50,6
98,,12,18,30,4
168,,13,82,49,6
117,,16,67,6,3
127,,12,74,28,2
101,,13,26,26,6
98,,8,25,16,5
144,,12,86,7,2
62,,12,18,1,6
150,,10,68,37,0
113,,15,64,26,3
54,,12,35,10,6
133,,10,66,43,2
72,,13,22,47,1
107,,16,40,24,4
139,,9,71,4,3
75,,12,33,46,3
139,,11,72,10,5
114,,11,82,27,6
143,,8,71,7,1
102,,15,29,11,2
118,,12,84,43,4
159,,15,66,30,4
97,,13,33,20,0
161,,12,74,0,4
163,,16,79,17,1
76,,14,44,19,3
133,,16,57,4,4
89,,12,24,35,6
88,,9,16,33,1
97,,9,42,24,6
59,,9,27,45,3
119,,9,56,7,5
91,,12,39,40,2
53,,15,25,48,2
149,,16,75,18,4
57,,14,28,28,6
83,,11,27,33,3
98,,14,29,36,4
167,,11,58,28,6
66,,16,45,4,0
63,,13,37,47,2
163,,15,64,22,4
61,,11,35,38,3
81,,15,43,29,6
60,,10,28,7,2
133,,12,80,3,6
104,,12,21,1,2
106,,8,49,23,0
153,,13,60,21,4
55,,14,34,41,3
138,,11,55,29,2
137,,10,62,35,6
132,,8,79,9,0
141,,14,59,15,4
113,,16,53,13,3
124,,13,80,32,3
84,,9,35,3,1
84,,14,28,14,1
163,,9,76,4,5
85,,12,34,15,4
103,,14,42,5,6
168,,15,75,16,4
136,,10,79,6,1
64,,9,37,47,4
135,,15,66,9,3
148,,12,87,22,5
123,,11,84,7,1
144,,12,79,28,3
135,,15,53,10,6
151,,15,82,2,6
162,,12,84,14,6
107,,9,17,20,4
86,,8,44,50,0
51,,8,35,18,3
148,,8,63,44,6
148,,8,52,19,0
124,,16,66,9,3
148,,12,83,32,4
50,,10,15,30,2
119,,8,84,19,4
103,,9,20,42,6
79,,11,28,4,0
152,,9,79,24,6
97,,10,34,6,6
70,,10,38,47,4
109,,13,18,30,5
130,,12,52,4,3
89,,15,25,11,5
134,,13,73,14,2
56,,14,40,42,5
156,,16,72,46,6
95,,13,21,37,2
118,,10,79,3,1
75,,11,29,17,0
143,,14,57,14,6
151,,12,60,7,0
51,,12,21,13,6
57,,8,39,13,3
109,,15,30,33,0
74,,10,44,26,5
133,,16,58,9,0
54,,15,38,15,2
99,,16,27,38,4
58,,9,45,48,1
135,,9,68,32,1
100,,10,34,47,0
150,,10,84,9,5
77,,12,20,30,6
131,,15,52,36,2
85,,12,31,21,3
103,,15,44,38,5
143,,15,79,40,5
148,,12,60,23,1
165,,8,80,50,6
154,,13,63,12,5
80,,16,25,4,6
55,,8,31,9,6
123,,15,71,34,4
86,,11,46,40,6
61,,11,16,18,2
66,,13,15,7,4
89,,14,29,1,2
87,,15,43,30,6
157,,9,77,42,1
90,,15,33,43,0
136,,13,58,9,6
104,,12,38,6,3
78,,9,18,7,5
127,,9,67,11,0
71,,8,16,31,3
134,,8,73,24,0
75,,9,48,10,0
87,,15,29,36,4
68,,11,33,19,1
80,,12,44,39,6
70,,13,43,13,4
142,,8,66,20,6
105,,9,47,37,6
168,,12,66,15,5
70,,12,35,37,3
64,,14,20,36,0
98,,8,20,12,2
153,,14,52,39,1
133,,15,58,2,0
157,,13,54,23,4
154,,13,72,2,1
109,,11,24,47,5
91,,9,32,9,4
131,,12,58,32,3
138,,8,59,10,6
144,,14,65,19,2
98,,11,48,20,5
65,,12,41,19,6
156,,16,70,14,5
140,,13,70,2,0
67,,13,46,50,4
92,,9,28,48,1
136,,10,82,20,0
137,,15,74,21,4
67,,10,16,43,5
68,,13,33,16,3
167,,11,52,44,5
162,,13,56,40,5
70,,16,34,43,3
103,,14,16,32,2
152,,16,80,45,4
79,,16,44,15,3
109,,10,49,50,0
75,,8,30,46,6
119,,15,70,46,4
79,,11,37,21,0
93,,14,32,39,5
129,,8,59,7,1
90,,13,44,8,6
109,,9,39,34,3
137,,8,52,11,0
94,,14,21,13,6
168,,14,64,26,4
68,,10,49,20,2
100,,11,44,17,3
165,,11,57,6,2
123,,14,69,27,3
79,,15,48,42,1
89,,16,35,31,6
79,,12,42,37,3
53,,14,33,21,3
67,,15,45,6,0
106,,16,45,4,5
81,,15,21,16,3
54,,9,38,44,5
159,,12,82,11,6
126,,14,69,50,3
62,,10,23,0,6
130,,13,62,38,0
107,,8,37,9,3
158,,14,63,32,3
128,,16,68,35,5
86,,13,44,41,5
93,,13,32,32,2
58,,8,34,28,4
153,,11,72,6,6
158,,10,69,17,4
147,,13,61,5,4
130,,9,75,11,2
160,,16,81,45,6
142,,15,78,12,0
74,,13,38,17,6
100,,15,37,27,6
110,,13,74,16,0
87,,13,16,10,3
86,,8,16,25,2
70,,14,35,23,0
91,,15,40,30,1
66,,12,18,17,3
58,,15,26,28,6
143,,11,73,5,5
68,,16,38,14,2
87,,13,46,1,4
87,,11,45,37,1
80,,14,17,14,0
68,,14,34,39,6
134,,16,77,40,6
80,,15,22,35,1
115,,11,68,34,6
101,,10,40,34,4
137,,9,70,16,6
121,,10,58,14,0
103,,11,24,20,4
164,,9,76,6,3
64,,14,25,48,3
156,,8,65,5,6
55,,12,31,6,5
91,,16,29,21,1
112,,13,58,20,4
66,,8,23,31,1
119,,16,71,0,3
163,,14,76,24,5
169,,15,72,37,6
100,,15,25,46,2
100,,8,35,48,0
